Program ID of SkyWatcher Network training:31639

Program command: 
 ['/home/hxie1/Projects/OvarianCancer/TrainSkyWacherPurePrediction.py', '/home/hxie1/temp_netParameters/OvarianCancer/SkyWatcher', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/Images_ROI_29_140_140', '/home/hxie1/data/OvarianCancerCT/patientResponseDict.json']

Major program changes: 
                      merge train and test dataMgr into one.
                      when epoch %5 ==0, do not use mixup.
                      Directly use 3D data for treatment prediction without segmentation. 
                      Number of filters in encoder is 128 

Experiment setting for Image3d ROI to response:
Input CT data: 29*140*140  3D CT raw image ROI with spacing size(5*2*2)

Predictive Model: 1,  first 3-layer dense conv block with channel size 128.
                  2,  and 3 dense conv DownBB blocks,  each of which includes a stride 2 conv and 3-layers dense conv block; 
                  3,  and 3 fully connected layers  changes the tensor into size 2*1;
                  4,  final a softmax for binary classification;
                  Total network learning parameters are 8 million.
                  Network architecture is referred at https://github.com/Hui-Xie/OvarianCancer/blob/master/SkyWatcherModel.py

response Loss Function:   focus loss  with weight [3.3, 1.4] for [0,1] class separately, as [0,1] uneven distribution.

Data:   training data has 113 patients, and valdiation data has 27 patients with training/test rate 80/20.
        We randomize all data, and then assign same distrubtion of treat reponse 0,1 into to training and test data set.


Training strategy:  50% probability of data are mixed up with beta distribution with alpha =0.4, to feed into network for training. 
                    No other data augmentation, and no dropout.  

                    Learning Scheduler:  Reduce learning rate on  plateau, and learning rate patience is 30 epochs.                                

            

Program starting Time: 2019-06-11 11:01:13.543762
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/SkyWatcher

Now program get 140 input files.
Infor: In all data of 140 files, respone 0 has 41 files,
	  and response 1 has 99 files 
==== Regenerate training set and validation set by random with same distribution of 0 and 1 ==== 
Infor: Validation Set has 27 files,and Training Set has 113 files
TrainTestData Input:  batchSize=4, depth=29, height=140, width=140

Info: the size of bottle neck in the net = 128* (1, 7, 7)

Info: program uses Mixup with alpha=0.4, and mixupProb = 0.5.
Network trains from scratch.
Network has total 8,134,012 parameters.
Infor: Cross Entropy Weight: [3.3333333333333335, 1.4285714285714286] for label[0, 1]
Info: program will use 4 GPUs.
Loss Functions List: FocalCELoss with weight of 1; 

Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 

Epoch	TrLoss		Accura	TPR_r	TsLoss		Accura	TPR_r
363	0.1717		0.7500	1.0000	0.1821		0.5000	1.0000
364	0.1726		0.0000	0.0000	0.1717		0.7500	1.0000
365	0.1821		0.5000	1.0000	0.1821		0.5000	1.0000
366	0.1717		0.7500	1.0000	0.1544		1.0000	1.0000
367	0.1717		0.7500	1.0000	0.1821		0.5000	1.0000
368	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
369	0.1717		0.7500	1.0000	0.1821		0.5000	1.0000
370	0.1821		0.5000	1.0000	0.1890		0.2500	1.0000
371	0.1821		0.5000	1.0000	0.1717		0.7500	1.0000
372	0.1757		0.0000	0.0000	0.1544		1.0000	1.0000
373	0.1727		0.0000	0.0000	0.1544		1.0000	1.0000
374	0.1544		1.0000	1.0000	0.1544		1.0000	1.0000
375	0.1717		0.7500	1.0000	0.1544		1.0000	1.0000
376	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
377	0.1705		0.0000	0.0000	0.1544		1.0000	1.0000
378	0.1940		0.0000	0.0000	0.1544		1.0000	1.0000
379	0.1821		0.5000	1.0000	0.1717		0.7500	1.0000
380	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
381	0.1847		0.0000	0.0000	0.1890		0.2500	1.0000
382	0.1738		0.0000	0.0000	0.1890		0.2500	1.0000
383	0.1717		0.0000	0.0000	0.1717		0.7500	1.0000
384	0.1544		1.0000	1.0000	0.1717		0.7500	1.0000
385	0.1544		1.0000	1.0000	0.1717		0.7500	1.0000
386	0.1544		1.0000	1.0000	0.1821		0.5000	1.0000
387	0.1890		0.2500	1.0000	0.1717		0.7500	1.0000
388	0.1717		0.0000	0.0000	0.1821		0.5000	1.0000
389	0.1718		0.0000	0.0000	0.1717		0.7500	1.0000
390	0.1544		1.0000	1.0000	0.1544		1.0000	1.0000
391	0.1885		0.0000	0.0000	0.1544		1.0000	1.0000
392	0.1821		0.5000	1.0000	0.1890		0.2500	1.0000
393	0.1821		0.5000	1.0000	0.1821		0.5000	1.0000
394	0.1821		0.5000	1.0000	0.1890		0.2500	1.0000
395	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
396	0.1717		0.7500	1.0000	0.1544		1.0000	1.0000
397	0.1777		0.0000	0.0000	0.1890		0.2500	1.0000
398	0.1717		0.7500	1.0000	0.1821		0.5000	1.0000
399	0.1717		0.0000	0.0000	0.1821		0.5000	1.0000
400	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
401	0.1544		1.0000	1.0000	0.1717		0.7500	1.0000
402	0.1717		0.7500	1.0000	0.1890		0.2500	1.0000
403	0.1544		0.0000	0.0000	0.1821		0.5000	1.0000
404	0.1780		0.0000	0.0000	0.1821		0.5000	1.0000
405	0.1821		0.5000	1.0000	0.1544		1.0000	1.0000
406	0.1774		0.0000	0.0000	0.1821		0.5000	1.0000
407	0.1717		0.0000	0.0000	0.1717		0.7500	1.0000
408	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
409	0.1846		0.0000	0.0000	0.1544		1.0000	1.0000
410	0.1821		0.5000	1.0000	0.1544		1.0000	1.0000
411	0.1821		0.5000	1.0000	0.1821		0.5000	1.0000
412	0.1544		1.0000	1.0000	0.1821		0.5000	1.0000
413	0.1588		0.0000	0.0000	0.1890		0.2500	1.0000
414	0.1636		0.0000	0.0000	0.1821		0.5000	1.0000
415	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
416	0.1870		0.0000	0.0000	0.1717		0.7500	1.0000
417	0.1821		0.5000	1.0000	0.1717		0.7500	1.0000
418	0.1721		0.0000	0.0000	0.1717		0.7500	1.0000
419	0.1717		0.7500	1.0000	0.1821		0.5000	1.0000
420	0.1717		0.7500	1.0000	0.1890		0.2500	1.0000
421	0.1544		1.0000	1.0000	0.1717		0.7500	1.0000
422	0.1717		0.0000	0.0000	0.1717		0.7500	1.0000
423	0.1821		0.0000	0.0000	0.1717		0.7500	1.0000
424	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
425	0.1890		0.2500	1.0000	0.1717		0.7500	1.0000
426	0.1544		1.0000	1.0000	0.1821		0.5000	1.0000
427	0.1717		0.0000	0.0000	0.1717		0.7500	1.0000
428	0.1544		1.0000	1.0000	0.1717		0.7500	1.0000
429	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
430	0.1939		0.0000	0.0000	0.1717		0.7500	1.0000
431	0.1717		0.0000	0.0000	0.1544		1.0000	1.0000
432	0.1821		0.5000	1.0000	0.1821		0.5000	1.0000
433	0.1552		0.0000	0.0000	0.1717		0.7500	1.0000
434	0.1544		1.0000	1.0000	0.1544		1.0000	1.0000
435	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
436	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
437	0.1702		0.0000	0.0000	0.1717		0.7500	1.0000
438	0.1753		0.0000	0.0000	0.1717		0.7500	1.0000
439	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
440	0.1890		0.2500	1.0000	0.1717		0.7500	1.0000
441	0.1717		0.7500	1.0000	0.1890		0.2500	1.0000
442	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
443	0.1544		1.0000	1.0000	0.1821		0.5000	1.0000
444	0.1717		0.0000	0.0000	0.1717		0.7500	1.0000
445	0.1717		0.7500	1.0000	0.1821		0.5000	1.0000
446	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
447	0.1717		0.7500	1.0000	0.1821		0.5000	1.0000
448	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
449	0.1544		0.0000	0.0000	0.1717		0.7500	1.0000
450	0.1717		0.7500	1.0000	0.1821		0.5000	1.0000
451	0.1717		0.7500	1.0000	0.1544		1.0000	1.0000
452	0.1809		0.0000	0.0000	0.1717		0.7500	1.0000
453	0.1706		0.0000	0.0000	0.1717		0.7500	1.0000
454	0.1821		0.5000	1.0000	0.1717		0.7500	1.0000
455	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
456	0.1544		0.0000	0.0000	0.1821		0.5000	1.0000
457	0.1544		1.0000	1.0000	0.1821		0.5000	1.0000
458	0.1590		0.0000	0.0000	0.1821		0.5000	1.0000
459	0.1717		0.7500	1.0000	0.1544		1.0000	1.0000
460	0.1821		0.5000	1.0000	0.1717		0.7500	1.0000
461	0.1802		0.0000	0.0000	0.1544		1.0000	1.0000
462	0.1821		0.5000	1.0000	0.1717		0.7500	1.0000
463	0.1549		0.0000	0.0000	0.1821		0.5000	1.0000
464	0.1821		0.0000	0.0000	0.1821		0.5000	1.0000
465	0.1821		0.5000	1.0000	0.1717		0.7500	1.0000
466	0.1609		0.0000	0.0000	0.1717		0.7500	1.0000
467	0.1544		0.0000	0.0000	0.1717		0.7500	1.0000
468	0.1890		0.2500	1.0000	0.1544		1.0000	1.0000
469	0.1544		1.0000	1.0000	0.1821		0.5000	1.0000
470	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
471	0.1851		0.0000	0.0000	0.1821		0.5000	1.0000
472	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
473	0.1544		1.0000	1.0000	0.1717		0.7500	1.0000
474	0.1821		0.5000	1.0000	0.1717		0.7500	1.0000
475	0.1890		0.2500	1.0000	0.1821		0.5000	1.0000
476	0.1803		0.0000	0.0000	0.1717		0.7500	1.0000
477	0.1820		0.0000	0.0000	0.1821		0.5000	1.0000
478	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
479	0.1717		0.7500	1.0000	0.1544		1.0000	1.0000
480	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
481	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
482	0.1717		0.7500	1.0000	0.1544		1.0000	1.0000
483	0.1544		1.0000	1.0000	0.1821		0.5000	1.0000
484	0.1544		1.0000	1.0000	0.1821		0.5000	1.0000
485	0.1717		0.7500	1.0000	0.1544		1.0000	1.0000
486	0.1819		0.0000	0.0000	0.1544		1.0000	1.0000
487	0.1544		1.0000	1.0000	0.1543		1.0000	1.0000
488	0.1543		1.0000	1.0000	0.1717		0.7500	1.0000
489	0.1717		0.0000	0.0000	0.1717		0.7500	1.0000
490	0.1821		0.5000	1.0000	0.1821		0.5000	1.0000
491	0.1718		0.0000	0.0000	0.1543		1.0000	1.0000
492	0.1717		0.7500	1.0000	0.1821		0.5000	1.0000
493	0.1821		0.5000	1.0000	0.1821		0.5000	1.0000
494	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
495	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
496	0.1718		0.0000	0.0000	0.1717		0.7500	1.0000
497	0.1821		0.5000	1.0000	0.1821		0.5000	1.0000
498	0.1717		0.0000	0.0000	0.1543		1.0000	1.0000
499	0.1717		0.7500	1.0000	0.1890		0.2500	1.0000
500	0.1821		0.5000	1.0000	0.1890		0.2500	1.0000
501	0.1786		0.0000	0.0000	0.1821		0.5000	1.0000
502	0.1760		0.0000	0.0000	0.1821		0.5000	1.0000
503	0.1543		1.0000	1.0000	0.1717		0.7500	1.0000
504	0.1821		0.5000	1.0000	0.1821		0.5000	1.0000
505	0.1717		0.7500	1.0000	0.1821		0.5000	1.0000
506	0.1821		0.0000	0.0000	0.1543		1.0000	1.0000
507	0.1821		0.5000	1.0000	0.1717		0.7500	1.0000
508	0.1717		0.7500	1.0000	0.1821		0.5000	1.0000
509	0.1742		0.0000	0.0000	0.1717		0.7500	1.0000
510	0.1543		1.0000	1.0000	0.1543		1.0000	1.0000
511	0.1717		0.7500	1.0000	0.1543		1.0000	1.0000
512	0.1717		0.7500	1.0000	0.1821		0.5000	1.0000
513	0.1543		0.0000	0.0000	0.1890		0.2500	1.0000
514	0.1543		0.0000	0.0000	0.1717		0.7500	1.0000
515	0.1717		0.7500	1.0000	0.1543		1.0000	1.0000
516	0.1717		0.7500	1.0000	0.1821		0.5000	1.0000
517	0.1676		0.0000	0.0000	0.1821		0.5000	1.0000
518	0.1543		1.0000	1.0000	0.1717		0.7500	1.0000
519	0.1890		0.2500	1.0000	0.1543		1.0000	1.0000
520	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
521	0.1565		0.0000	0.0000	0.1717		0.7500	1.0000
522	0.1543		1.0000	1.0000	0.1717		0.7500	1.0000
523	0.1543		1.0000	1.0000	0.1543		1.0000	1.0000
524	0.1765		0.0000	0.0000	0.1717		0.7500	1.0000
525	0.1821		0.5000	1.0000	0.1717		0.7500	1.0000
526	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
527	0.1775		0.0000	0.0000	0.1717		0.7500	1.0000
528	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
529	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
530	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
531	0.1821		0.0000	0.0000	0.1717		0.7500	1.0000
532	0.1543		1.0000	1.0000	0.1717		0.7500	1.0000
533	0.1644		0.0000	0.0000	0.1821		0.5000	1.0000
534	0.1580		0.0000	0.0000	0.1717		0.7500	1.0000
